Código Venda;Data;ID Loja;Produto;Quantidade;Valor Unitário;Valor Final
67370;13/12/2019;Shopping Eldorado;Gorro Liso;1;R$ 92,00;R$ 92,00
67374;13/12/2019;Bourbon Shopping SP;Gorro Xadrez;5;R$ 85,00;R$ 425,00
67375;13/12/2019;Center Shopping Uberlândia;Sapato Listrado;1;R$ 363,00;R$ 363,00
67375;13/12/2019;Center Shopping Uberlândia;Meia Linho;3;R$ 78,00;R$ 234,00
67376;13/12/2019;Center Shopping Uberlândia;Cueca Listrado;2;R$ 67,00;R$ 134,00
67378;13/12/2019;Shopping Morumbi;Chinelo Linho;3;R$ 105,00;R$ 315,00
67378;13/12/2019;Shopping Morumbi;Mochila Liso;2;R$ 276,00;R$ 552,00
67378;13/12/2019;Shopping Morumbi;Polo Linho;2;R$ 176,00;R$ 352,00
67379;13/12/2019;Shopping Barra;Camisa Estampa;3;R$ 113,00;R$ 339,00
67379;13/12/2019;Shopping Barra;Cueca Xadrez;2;R$ 60,00;R$ 120,00
67379;13/12/2019;Shopping Barra;Chinelo Listrado;1;R$ 73,00;R$ 73,00
67381;13/12/2019;Novo Shopping Ribeirão Preto;Pulseira Liso;1;R$ 87,00;R$ 87,00
67381;13/12/2019;Novo Shopping Ribeirão Preto;Camiseta Estampa;1;R$ 196,00;R$ 196,00
67382;13/12/2019;Palladium Shopping Curitiba;Mochila Liso;1;R$ 276,00;R$ 276,00
67382;13/12/2019;Palladium Shopping Curitiba;Cueca Listrado;5;R$ 67,00;R$ 335,00
67383;13/12/2019;Norte Shopping;Terno;2;R$ 700,00;R$ 1.400,00
67383;13/12/2019;Norte Shopping;Bermuda Liso;5;R$ 157,00;R$ 785,00
67383;13/12/2019;Norte Shopping;Chinelo Liso;4;R$ 71,00;R$ 284,00
67384;13/12/2019;Shopping SP Market;Mochila Estampa;1;R$ 277,00;R$ 277,00
67385;13/12/2019;Passei das Águas Shopping;Camisa Estampa;1;R$ 113,00;R$ 113,00
67385;13/12/2019;Passei das Águas Shopping;Terno Estampa;2;R$ 706,00;R$ 1.412,00
67385;13/12/2019;Passei das Águas Shopping;Chinelo Liso;2;R$ 71,00;R$ 142,00
67386;13/12/2019;Rio Mar Recife;Camiseta Estampa;3;R$ 196,00;R$ 588,00
67386;13/12/2019;Rio Mar Recife;Camisa Gola V Xadrez;2;R$ 107,00;R$ 214,00
67387;13/12/2019;Parque Dom Pedro Shopping;Casaco Xadrez;2;R$ 259,00;R$ 518,00
67387;13/12/2019;Parque Dom Pedro Shopping;Polo Xadrez;1;R$ 142,00;R$ 142,00
67387;13/12/2019;Parque Dom Pedro Shopping;Polo Liso;2;R$ 137,00;R$ 274,00
67388;13/12/2019;Salvador Shopping;Calça;4;R$ 170,00;R$ 680,00
67388;13/12/2019;Salvador Shopping;Short Xadrez;1;R$ 100,00;R$ 100,00
67388;13/12/2019;Salvador Shopping;Chinelo Linho;1;R$ 105,00;R$ 105,00
67389;13/12/2019;Shopping Vila Velha;Short Listrado;1;R$ 102,00;R$ 102,00
67389;13/12/2019;Shopping Vila Velha;Polo;2;R$ 130,00;R$ 260,00
67390;13/12/2019;Bourbon Shopping SP;Casaco Xadrez;4;R$ 259,00;R$ 1.036,00
67390;13/12/2019;Bourbon Shopping SP;Relógio Linho;5;R$ 240,00;R$ 1.200,00
67390;13/12/2019;Bourbon Shopping SP;Pulseira Listrado;4;R$ 79,00;R$ 316,00
67391;13/12/2019;Ribeirão Shopping;Chinelo;1;R$ 60,00;R$ 60,00
67392;13/12/2019;Salvador Shopping;Sunga Estampa;1;R$ 120,00;R$ 120,00
67392;13/12/2019;Salvador Shopping;Meia Estampa;1;R$ 50,00;R$ 50,00
67395;13/12/2019;Shopping SP Market;Terno Xadrez;1;R$ 709,00;R$ 709,00
67396;13/12/2019;Shopping Center Leste Aricanduva;Sunga Xadrez;1;R$ 116,00;R$ 116,00
67397;13/12/2019;Center Shopping Uberlândia;Meia Estampa;4;R$ 50,00;R$ 200,00
67397;13/12/2019;Center Shopping Uberlândia;Cueca Estampa;2;R$ 66,00;R$ 132,00
67398;13/12/2019;Parque Dom Pedro Shopping;Gorro Linho;1;R$ 124,00;R$ 124,00
67398;13/12/2019;Parque Dom Pedro Shopping;Casaco Linho;2;R$ 299,00;R$ 598,00
67400;13/12/2019;Rio Mar Shopping Fortaleza;Bermuda Liso;3;R$ 157,00;R$ 471,00
67400;13/12/2019;Rio Mar Shopping Fortaleza;Camiseta;3;R$ 180,00;R$ 540,00
67400;13/12/2019;Rio Mar Shopping Fortaleza;Cinto;2;R$ 200,00;R$ 400,00
67401;13/12/2019;Bourbon Shopping SP;Terno Linho;1;R$ 750,00;R$ 750,00
67401;13/12/2019;Bourbon Shopping SP;Cueca;4;R$ 50,00;R$ 200,00
67401;13/12/2019;Bourbon Shopping SP;Camisa Gola V Liso;3;R$ 118,00;R$ 354,00
67401;13/12/2019;Bourbon Shopping SP;Tênis Xadrez;5;R$ 259,00;R$ 1.295,00
67402;13/12/2019;Shopping Center Leste Aricanduva;Sunga Xadrez;5;R$ 116,00;R$ 580,00
67402;13/12/2019;Shopping Center Leste Aricanduva;Calça;4;R$ 170,00;R$ 680,00
67404;13/12/2019;Shopping Center Leste Aricanduva;Sunga Estampa;1;R$ 120,00;R$ 120,00
67404;13/12/2019;Shopping Center Leste Aricanduva;Tênis Xadrez;1;R$ 259,00;R$ 259,00
67406;13/12/2019;Iguatemi Esplanada;Casaco Xadrez;1;R$ 259,00;R$ 259,00
67406;13/12/2019;Iguatemi Esplanada;Short Xadrez;4;R$ 100,00;R$ 400,00
67407;13/12/2019;Shopping Eldorado;Mochila Linho;1;R$ 311,00;R$ 311,00
67407;13/12/2019;Shopping Eldorado;Meia Listrado;2;R$ 37,00;R$ 74,00
67408;13/12/2019;Novo Shopping Ribeirão Preto;Mochila Estampa;1;R$ 277,00;R$ 277,00
67408;13/12/2019;Novo Shopping Ribeirão Preto;Relógio Listrado;1;R$ 218,00;R$ 218,00
67409;13/12/2019;Rio Mar Shopping Fortaleza;Relógio Linho;5;R$ 240,00;R$ 1.200,00
67409;13/12/2019;Rio Mar Shopping Fortaleza;Bermuda Linho;2;R$ 195,00;R$ 390,00
67410;13/12/2019;Iguatemi Campinas;Cueca;2;R$ 50,00;R$ 100,00
67410;13/12/2019;Iguatemi Campinas;Camisa Gola V;1;R$ 100,00;R$ 100,00
67411;13/12/2019;Palladium Shopping Curitiba;Gorro Estampa;2;R$ 93,00;R$ 186,00
67411;13/12/2019;Palladium Shopping Curitiba;Short Linho;3;R$ 133,00;R$ 399,00
67412;13/12/2019;Parque Dom Pedro Shopping;Casaco Xadrez;1;R$ 259,00;R$ 259,00
67414;13/12/2019;Norte Shopping;Calça Estampa;1;R$ 177,00;R$ 177,00
67416;13/12/2019;Passei das Águas Shopping;Sapato;4;R$ 350,00;R$ 1.400,00
67416;13/12/2019;Passei das Águas Shopping;Polo Linho;5;R$ 176,00;R$ 880,00
67416;13/12/2019;Passei das Águas Shopping;Relógio;3;R$ 200,00;R$ 600,00
67416;13/12/2019;Passei das Águas Shopping;Tênis Xadrez;3;R$ 259,00;R$ 777,00
67417;13/12/2019;Shopping Morumbi;Tênis;1;R$ 250,00;R$ 250,00
67419;13/12/2019;Shopping SP Market;Calça Liso;2;R$ 190,00;R$ 380,00
67421;13/12/2019;Shopping Recife;Camisa Gola V;4;R$ 100,00;R$ 400,00
67422;13/12/2019;Salvador Shopping;Polo Linho;2;R$ 176,00;R$ 352,00
67422;13/12/2019;Salvador Shopping;Polo Estampa;2;R$ 138,00;R$ 276,00
67423;13/12/2019;Palladium Shopping Curitiba;Terno Xadrez;2;R$ 709,00;R$ 1.418,00
67423;13/12/2019;Palladium Shopping Curitiba;Meia Listrado;4;R$ 37,00;R$ 148,00
67424;13/12/2019;Shopping Barra;Polo;4;R$ 130,00;R$ 520,00
67424;13/12/2019;Shopping Barra;Gorro Listrado;3;R$ 97,00;R$ 291,00
67425;13/12/2019;Shopping Morumbi;Chinelo;2;R$ 60,00;R$ 120,00
67425;13/12/2019;Shopping Morumbi;Camisa Gola V Listrado;1;R$ 116,00;R$ 116,00
67426;13/12/2019;Iguatemi Campinas;Camisa Gola V Estampa;2;R$ 118,00;R$ 236,00
67427;13/12/2019;Shopping União de Osasco;Camisa;1;R$ 100,00;R$ 100,00
67428;13/12/2019;Iguatemi Esplanada;Casaco Liso;1;R$ 255,00;R$ 255,00
67429;13/12/2019;Rio Mar Shopping Fortaleza;Casaco Liso;5;R$ 255,00;R$ 1.275,00
67429;13/12/2019;Rio Mar Shopping Fortaleza;Chinelo Linho;2;R$ 105,00;R$ 210,00
67432;13/12/2019;Shopping Vila Velha;Casaco Liso;2;R$ 255,00;R$ 510,00
67432;13/12/2019;Shopping Vila Velha;Casaco Liso;3;R$ 255,00;R$ 765,00
67432;13/12/2019;Shopping Vila Velha;Sunga Listrado;5;R$ 114,00;R$ 570,00
67435;13/12/2019;Shopping Eldorado;Sunga;1;R$ 100,00;R$ 100,00
67436;13/12/2019;Palladium Shopping Curitiba;Camisa Gola V Xadrez;2;R$ 107,00;R$ 214,00
67436;13/12/2019;Palladium Shopping Curitiba;Camiseta Liso;1;R$ 187,00;R$ 187,00
67437;13/12/2019;Novo Shopping Ribeirão Preto;Cinto Linho;1;R$ 248,00;R$ 248,00
67437;13/12/2019;Novo Shopping Ribeirão Preto;Tênis Xadrez;1;R$ 259,00;R$ 259,00
67438;13/12/2019;Shopping Morumbi;Pulseira Liso;1;R$ 87,00;R$ 87,00
67438;13/12/2019;Shopping Morumbi;Calça;2;R$ 170,00;R$ 340,00
67438;13/12/2019;Shopping Morumbi;Sunga Estampa;3;R$ 120,00;R$ 360,00
67439;13/12/2019;Shopping Midway Mall;Cueca Listrado;2;R$ 67,00;R$ 134,00
67439;13/12/2019;Shopping Midway Mall;Terno Liso;2;R$ 720,00;R$ 1.440,00
67439;13/12/2019;Shopping Midway Mall;Pulseira Linho;1;R$ 114,00;R$ 114,00
67441;13/12/2019;Shopping SP Market;Sapato Estampa;2;R$ 358,00;R$ 716,00
67441;13/12/2019;Shopping SP Market;Meia Xadrez;4;R$ 41,00;R$ 164,00
67442;13/12/2019;Novo Shopping Ribeirão Preto;Terno;1;R$ 700,00;R$ 700,00
67442;13/12/2019;Novo Shopping Ribeirão Preto;Tênis Estampa;1;R$ 256,00;R$ 256,00
67442;13/12/2019;Novo Shopping Ribeirão Preto;Relógio Estampa;1;R$ 219,00;R$ 219,00
67444;13/12/2019;Iguatemi Campinas;Meia;5;R$ 30,00;R$ 150,00
67444;13/12/2019;Iguatemi Campinas;Camiseta Linho;3;R$ 223,00;R$ 669,00
67444;13/12/2019;Iguatemi Campinas;Pulseira Linho;2;R$ 114,00;R$ 228,00
67445;13/12/2019;Shopping Midway Mall;Relógio;2;R$ 200,00;R$ 400,00
67447;13/12/2019;Novo Shopping Ribeirão Preto;Camisa Linho;1;R$ 141,00;R$ 141,00
67447;13/12/2019;Novo Shopping Ribeirão Preto;Short Listrado;4;R$ 102,00;R$ 408,00
67448;13/12/2019;Bourbon Shopping SP;Polo Listrado;1;R$ 149,00;R$ 149,00
67449;13/12/2019;Novo Shopping Ribeirão Preto;Relógio Estampa;1;R$ 219,00;R$ 219,00
67450;13/12/2019;Iguatemi Campinas;Camisa Linho;2;R$ 141,00;R$ 282,00
67450;13/12/2019;Iguatemi Campinas;Sapato Estampa;1;R$ 358,00;R$ 358,00
67450;13/12/2019;Iguatemi Campinas;Gorro Linho;2;R$ 124,00;R$ 248,00
67450;13/12/2019;Iguatemi Campinas;Mochila Linho;1;R$ 311,00;R$ 311,00
67450;13/12/2019;Iguatemi Campinas;Meia;1;R$ 30,00;R$ 30,00
67451;13/12/2019;Shopping União de Osasco;Bermuda Xadrez;4;R$ 155,00;R$ 620,00
67452;13/12/2019;Shopping Morumbi;Camiseta Linho;2;R$ 223,00;R$ 446,00
67453;13/12/2019;Rio Mar Shopping Fortaleza;Bermuda;5;R$ 150,00;R$ 750,00
67453;13/12/2019;Rio Mar Shopping Fortaleza;Casaco Estampa;2;R$ 256,00;R$ 512,00
67456;13/12/2019;Bourbon Shopping SP;Tênis Listrado;1;R$ 262,00;R$ 262,00
67457;13/12/2019;Shopping Vila Velha;Polo Listrado;4;R$ 149,00;R$ 596,00
67458;13/12/2019;Passei das Águas Shopping;Relógio Liso;1;R$ 216,00;R$ 216,00
67458;13/12/2019;Passei das Águas Shopping;Relógio Listrado;1;R$ 218,00;R$ 218,00
67459;13/12/2019;Shopping Center Leste Aricanduva;Camiseta Estampa;4;R$ 196,00;R$ 784,00
67460;13/12/2019;Shopping Center Interlagos;Sapato Liso;4;R$ 368,00;R$ 1.472,00
67460;13/12/2019;Shopping Center Interlagos;Pulseira Liso;2;R$ 87,00;R$ 174,00
67460;13/12/2019;Shopping Center Interlagos;Mochila Xadrez;2;R$ 283,00;R$ 566,00
67463;13/12/2019;Center Shopping Uberlândia;Mochila Listrado;1;R$ 275,00;R$ 275,00
67463;13/12/2019;Center Shopping Uberlândia;Tênis Estampa;3;R$ 256,00;R$ 768,00
67464;13/12/2019;Iguatemi Campinas;Camisa Xadrez;1;R$ 105,00;R$ 105,00
67466;13/12/2019;Shopping Barra;Camisa Gola V;2;R$ 100,00;R$ 200,00
67466;13/12/2019;Shopping Barra;Cueca;1;R$ 50,00;R$ 50,00
67469;13/12/2019;Bourbon Shopping SP;Sunga;3;R$ 100,00;R$ 300,00
67469;13/12/2019;Bourbon Shopping SP;Chinelo;1;R$ 60,00;R$ 60,00
67471;13/12/2019;Shopping Center Leste Aricanduva;Sunga Listrado;3;R$ 114,00;R$ 342,00
67471;13/12/2019;Shopping Center Leste Aricanduva;Terno Linho;2;R$ 750,00;R$ 1.500,00
67473;13/12/2019;Shopping Center Interlagos;Mochila Liso;5;R$ 276,00;R$ 1.380,00
67473;13/12/2019;Shopping Center Interlagos;Casaco Listrado;2;R$ 269,00;R$ 538,00
67473;13/12/2019;Shopping Center Interlagos;Bermuda Estampa;1;R$ 169,00;R$ 169,00
67473;13/12/2019;Shopping Center Interlagos;Tênis Liso;3;R$ 266,00;R$ 798,00
67474;13/12/2019;Salvador Shopping;Gorro Liso;1;R$ 92,00;R$ 92,00
67474;13/12/2019;Salvador Shopping;Cueca Xadrez;2;R$ 60,00;R$ 120,00
67474;13/12/2019;Salvador Shopping;Tênis Estampa;3;R$ 256,00;R$ 768,00
67475;13/12/2019;Passei das Águas Shopping;Camiseta Listrado;2;R$ 197,00;R$ 394,00
67475;13/12/2019;Passei das Águas Shopping;Terno Estampa;2;R$ 706,00;R$ 1.412,00
67477;13/12/2019;Novo Shopping Ribeirão Preto;Sunga;1;R$ 100,00;R$ 100,00
67477;13/12/2019;Novo Shopping Ribeirão Preto;Meia Liso;1;R$ 38,00;R$ 38,00
67478;13/12/2019;Bourbon Shopping SP;Relógio Linho;1;R$ 240,00;R$ 240,00
67479;13/12/2019;Shopping Morumbi;Short Liso;1;R$ 108,00;R$ 108,00
67479;13/12/2019;Shopping Morumbi;Terno Xadrez;2;R$ 709,00;R$ 1.418,00
67480;13/12/2019;Passei das Águas Shopping;Calça Linho;1;R$ 211,00;R$ 211,00
67481;13/12/2019;Rio Mar Shopping Fortaleza;Pulseira;5;R$ 70,00;R$ 350,00
67482;13/12/2019;Passei das Águas Shopping;Mochila Listrado;3;R$ 275,00;R$ 825,00
67482;13/12/2019;Passei das Águas Shopping;Chinelo Liso;2;R$ 71,00;R$ 142,00
67482;13/12/2019;Passei das Águas Shopping;Casaco Listrado;4;R$ 269,00;R$ 1.076,00
67482;13/12/2019;Passei das Águas Shopping;Cinto Xadrez;1;R$ 215,00;R$ 215,00
67483;13/12/2019;Shopping Barra;Terno Listrado;1;R$ 709,00;R$ 709,00
67483;13/12/2019;Shopping Barra;Meia Estampa;2;R$ 50,00;R$ 100,00
67483;13/12/2019;Shopping Barra;Meia Estampa;2;R$ 50,00;R$ 100,00
67484;13/12/2019;Shopping Iguatemi Fortaleza;Tênis;1;R$ 250,00;R$ 250,00
67484;13/12/2019;Shopping Iguatemi Fortaleza;Tênis Listrado;4;R$ 262,00;R$ 1.048,00
67484;13/12/2019;Shopping Iguatemi Fortaleza;Sapato Estampa;2;R$ 358,00;R$ 716,00
67487;13/12/2019;Shopping Eldorado;Cinto Estampa;1;R$ 209,00;R$ 209,00
67488;13/12/2019;Shopping Center Leste Aricanduva;Camisa Xadrez;2;R$ 105,00;R$ 210,00
67488;13/12/2019;Shopping Center Leste Aricanduva;Mochila Listrado;1;R$ 275,00;R$ 275,00
67490;13/12/2019;Shopping Center Leste Aricanduva;Polo Linho;1;R$ 176,00;R$ 176,00
67491;13/12/2019;Norte Shopping;Casaco;2;R$ 250,00;R$ 500,00
67492;13/12/2019;Shopping União de Osasco;Cinto Liso;4;R$ 209,00;R$ 836,00
67492;13/12/2019;Shopping União de Osasco;Casaco Linho;3;R$ 299,00;R$ 897,00
67492;13/12/2019;Shopping União de Osasco;Bermuda;1;R$ 150,00;R$ 150,00
67493;13/12/2019;Shopping Midway Mall;Gorro Estampa;1;R$ 93,00;R$ 93,00
67493;13/12/2019;Shopping Midway Mall;Polo Liso;2;R$ 137,00;R$ 274,00
67494;13/12/2019;Palladium Shopping Curitiba;Relógio Xadrez;2;R$ 214,00;R$ 428,00
67495;13/12/2019;Shopping Eldorado;Bermuda Xadrez;3;R$ 155,00;R$ 465,00
67495;13/12/2019;Shopping Eldorado;Sunga Listrado;2;R$ 114,00;R$ 228,00
67499;13/12/2019;Shopping Iguatemi Fortaleza;Relógio Xadrez;2;R$ 214,00;R$ 428,00
67499;13/12/2019;Shopping Iguatemi Fortaleza;Relógio Estampa;1;R$ 219,00;R$ 219,00
67501;13/12/2019;Ribeirão Shopping;Gorro;1;R$ 80,00;R$ 80,00
67501;13/12/2019;Ribeirão Shopping;Calça Estampa;1;R$ 177,00;R$ 177,00
67502;13/12/2019;Iguatemi Campinas;Camiseta Linho;4;R$ 223,00;R$ 892,00
67503;13/12/2019;Ribeirão Shopping;Sunga Estampa;2;R$ 120,00;R$ 240,00
67504;13/12/2019;Rio Mar Shopping Fortaleza;Calça Liso;2;R$ 190,00;R$ 380,00
67504;13/12/2019;Rio Mar Shopping Fortaleza;Casaco;5;R$ 250,00;R$ 1.250,00
67504;13/12/2019;Rio Mar Shopping Fortaleza;Meia Linho;1;R$ 78,00;R$ 78,00
67504;13/12/2019;Rio Mar Shopping Fortaleza;Camisa Gola V Liso;1;R$ 118,00;R$ 118,00
67505;13/12/2019;Norte Shopping;Calça Listrado;1;R$ 181,00;R$ 181,00
67507;13/12/2019;Shopping União de Osasco;Chinelo Xadrez;4;R$ 66,00;R$ 264,00
67508;13/12/2019;Shopping Ibirapuera;Casaco Estampa;5;R$ 256,00;R$ 1.280,00
67508;13/12/2019;Shopping Ibirapuera;Cinto Listrado;1;R$ 214,00;R$ 214,00
67508;13/12/2019;Shopping Ibirapuera;Sunga Linho;2;R$ 149,00;R$ 298,00
67509;13/12/2019;Shopping Morumbi;Polo;1;R$ 130,00;R$ 130,00
67510;13/12/2019;Shopping Eldorado;Meia Listrado;2;R$ 37,00;R$ 74,00
67510;13/12/2019;Shopping Eldorado;Polo;1;R$ 130,00;R$ 130,00
67510;13/12/2019;Shopping Eldorado;Camisa Estampa;2;R$ 113,00;R$ 226,00
67511;13/12/2019;Shopping Vila Velha;Camisa;1;R$ 100,00;R$ 100,00
67512;13/12/2019;Norte Shopping;Casaco Liso;3;R$ 255,00;R$ 765,00
67515;13/12/2019;Center Shopping Uberlândia;Cinto Listrado;2;R$ 214,00;R$ 428,00
67515;13/12/2019;Center Shopping Uberlândia;Sapato Linho;1;R$ 391,00;R$ 391,00
67515;13/12/2019;Center Shopping Uberlândia;Short Xadrez;2;R$ 100,00;R$ 200,00
67516;13/12/2019;Salvador Shopping;Mochila Estampa;4;R$ 277,00;R$ 1.108,00
67517;13/12/2019;Novo Shopping Ribeirão Preto;Cueca;1;R$ 50,00;R$ 50,00
67518;13/12/2019;Rio Mar Shopping Fortaleza;Camisa Gola V Liso;1;R$ 118,00;R$ 118,00
67518;13/12/2019;Rio Mar Shopping Fortaleza;Camisa Gola V Estampa;3;R$ 118,00;R$ 354,00
67518;13/12/2019;Rio Mar Shopping Fortaleza;Cinto Linho;2;R$ 248,00;R$ 496,00
67519;13/12/2019;Shopping Recife;Camisa Liso;2;R$ 105,00;R$ 210,00
67520;13/12/2019;Ribeirão Shopping;Short;1;R$ 90,00;R$ 90,00
67520;13/12/2019;Ribeirão Shopping;Terno Estampa;1;R$ 706,00;R$ 706,00
67520;13/12/2019;Ribeirão Shopping;Meia Linho;3;R$ 78,00;R$ 234,00
67521;13/12/2019;Shopping Center Interlagos;Mochila Estampa;2;R$ 277,00;R$ 554,00
67521;13/12/2019;Shopping Center Interlagos;Pulseira Listrado;1;R$ 79,00;R$ 79,00
67524;13/12/2019;Shopping Iguatemi Fortaleza;Relógio Xadrez;5;R$ 214,00;R$ 1.070,00
67524;13/12/2019;Shopping Iguatemi Fortaleza;Terno Linho;1;R$ 750,00;R$ 750,00
67524;13/12/2019;Shopping Iguatemi Fortaleza;Sapato Linho;2;R$ 391,00;R$ 782,00
67525;13/12/2019;Shopping Morumbi;Sunga Linho;2;R$ 149,00;R$ 298,00
67526;13/12/2019;Iguatemi Campinas;Pulseira;1;R$ 70,00;R$ 70,00
67527;13/12/2019;Shopping Center Interlagos;Bermuda Liso;5;R$ 157,00;R$ 785,00
67527;13/12/2019;Shopping Center Interlagos;Bermuda Liso;3;R$ 157,00;R$ 471,00
67528;13/12/2019;Rio Mar Recife;Camisa Gola V Xadrez;2;R$ 107,00;R$ 214,00
67529;13/12/2019;Norte Shopping;Chinelo;4;R$ 60,00;R$ 240,00
67529;13/12/2019;Norte Shopping;Relógio Listrado;3;R$ 218,00;R$ 654,00
67530;13/12/2019;Ribeirão Shopping;Meia Xadrez;1;R$ 41,00;R$ 41,00
67531;13/12/2019;Shopping União de Osasco;Short Listrado;2;R$ 102,00;R$ 204,00
67531;13/12/2019;Shopping União de Osasco;Meia Xadrez;1;R$ 41,00;R$ 41,00
67532;13/12/2019;Shopping Recife;Cueca Listrado;4;R$ 67,00;R$ 268,00
67532;13/12/2019;Shopping Recife;Sunga Linho;2;R$ 149,00;R$ 298,00
67534;13/12/2019;Iguatemi Campinas;Gorro Listrado;3;R$ 97,00;R$ 291,00
67534;13/12/2019;Iguatemi Campinas;Sunga Listrado;1;R$ 114,00;R$ 114,00
67536;13/12/2019;Shopping Center Leste Aricanduva;Cueca Estampa;4;R$ 66,00;R$ 264,00
67536;13/12/2019;Shopping Center Leste Aricanduva;Camisa;1;R$ 100,00;R$ 100,00
67536;13/12/2019;Shopping Center Leste Aricanduva;Sapato Estampa;3;R$ 358,00;R$ 1.074,00
67536;13/12/2019;Shopping Center Leste Aricanduva;Sunga Liso;1;R$ 114,00;R$ 114,00
67537;13/12/2019;Rio Mar Recife;Bermuda Xadrez;4;R$ 155,00;R$ 620,00
67538;13/12/2019;Norte Shopping;Cueca Linho;2;R$ 93,00;R$ 186,00
67539;13/12/2019;Parque Dom Pedro Shopping;Sunga Linho;2;R$ 149,00;R$ 298,00
67540;13/12/2019;Shopping Eldorado;Relógio Linho;2;R$ 240,00;R$ 480,00
67540;13/12/2019;Shopping Eldorado;Camisa Gola V;1;R$ 100,00;R$ 100,00
67541;13/12/2019;Center Shopping Uberlândia;Pulseira Listrado;3;R$ 79,00;R$ 237,00
67541;13/12/2019;Center Shopping Uberlândia;Cueca Liso;2;R$ 69,00;R$ 138,00
67543;13/12/2019;Shopping Morumbi;Short Linho;1;R$ 133,00;R$ 133,00
67544;13/12/2019;Bourbon Shopping SP;Pulseira Estampa;1;R$ 87,00;R$ 87,00
67544;13/12/2019;Bourbon Shopping SP;Mochila Xadrez;5;R$ 283,00;R$ 1.415,00
67545;13/12/2019;Rio Mar Recife;Meia Liso;1;R$ 38,00;R$ 38,00
67545;13/12/2019;Rio Mar Recife;Sapato Xadrez;1;R$ 368,00;R$ 368,00
67546;13/12/2019;Shopping Center Leste Aricanduva;Chinelo Linho;2;R$ 105,00;R$ 210,00
67547;13/12/2019;Passei das Águas Shopping;Chinelo;1;R$ 60,00;R$ 60,00
67547;13/12/2019;Passei das Águas Shopping;Calça Estampa;2;R$ 177,00;R$ 354,00
67548;13/12/2019;Parque Dom Pedro Shopping;Camisa Gola V Estampa;3;R$ 118,00;R$ 354,00
67548;13/12/2019;Parque Dom Pedro Shopping;Gorro Xadrez;2;R$ 85,00;R$ 170,00
67548;13/12/2019;Parque Dom Pedro Shopping;Casaco Listrado;1;R$ 269,00;R$ 269,00
67549;13/12/2019;Rio Mar Shopping Fortaleza;Tênis Xadrez;1;R$ 259,00;R$ 259,00
67549;13/12/2019;Rio Mar Shopping Fortaleza;Pulseira Estampa;4;R$ 87,00;R$ 348,00
67550;13/12/2019;Shopping Center Leste Aricanduva;Cueca Liso;1;R$ 69,00;R$ 69,00
67551;13/12/2019;Shopping Vila Velha;Camisa Gola V Xadrez;3;R$ 107,00;R$ 321,00
67551;13/12/2019;Shopping Vila Velha;Tênis Xadrez;2;R$ 259,00;R$ 518,00
67553;13/12/2019;Ribeirão Shopping;Cueca Liso;3;R$ 69,00;R$ 207,00
67553;13/12/2019;Ribeirão Shopping;Camisa Estampa;5;R$ 113,00;R$ 565,00
67553;13/12/2019;Ribeirão Shopping;Meia Linho;2;R$ 78,00;R$ 156,00
67554;13/12/2019;Shopping Iguatemi Fortaleza;Camiseta Listrado;3;R$ 197,00;R$ 591,00
67556;13/12/2019;Shopping Recife;Calça Listrado;2;R$ 181,00;R$ 362,00
67557;13/12/2019;Passei das Águas Shopping;Casaco;1;R$ 250,00;R$ 250,00
67558;13/12/2019;Shopping Center Leste Aricanduva;Camisa Listrado;2;R$ 108,00;R$ 216,00
67560;14/12/2019;Ribeirão Shopping;Mochila Liso;1;R$ 276,00;R$ 276,00
67560;14/12/2019;Ribeirão Shopping;Bermuda;1;R$ 150,00;R$ 150,00
67562;14/12/2019;Shopping Vila Velha;Cinto Linho;3;R$ 248,00;R$ 744,00
67563;14/12/2019;Shopping Vila Velha;Camisa Gola V Listrado;2;R$ 116,00;R$ 232,00
67564;14/12/2019;Shopping Midway Mall;Terno Linho;5;R$ 750,00;R$ 3.750,00
67566;14/12/2019;Shopping Iguatemi Fortaleza;Camisa Gola V Liso;3;R$ 118,00;R$ 354,00
67567;14/12/2019;Novo Shopping Ribeirão Preto;Short Xadrez;2;R$ 100,00;R$ 200,00
67567;14/12/2019;Novo Shopping Ribeirão Preto;Chinelo Liso;3;R$ 71,00;R$ 213,00
67568;14/12/2019;Shopping Morumbi;Sapato Liso;3;R$ 368,00;R$ 1.104,00
67568;14/12/2019;Shopping Morumbi;Pulseira Listrado;5;R$ 79,00;R$ 395,00
67570;14/12/2019;Ribeirão Shopping;Camisa Linho;1;R$ 141,00;R$ 141,00
67570;14/12/2019;Ribeirão Shopping;Pulseira Linho;1;R$ 114,00;R$ 114,00
67571;14/12/2019;Center Shopping Uberlândia;Short Liso;2;R$ 108,00;R$ 216,00
67571;14/12/2019;Center Shopping Uberlândia;Camisa;3;R$ 100,00;R$ 300,00
67572;14/12/2019;Shopping Morumbi;Terno Estampa;2;R$ 706,00;R$ 1.412,00
67572;14/12/2019;Shopping Morumbi;Pulseira Linho;3;R$ 114,00;R$ 342,00
67573;14/12/2019;Shopping Midway Mall;Polo Listrado;1;R$ 149,00;R$ 149,00
67574;14/12/2019;Salvador Shopping;Sapato Linho;1;R$ 391,00;R$ 391,00
67578;14/12/2019;Iguatemi Campinas;Mochila Xadrez;2;R$ 283,00;R$ 566,00
